travel_id,day_index,visit_order,visit_area_id,visit_area_nm
f_f000419,1,8,2305190002,씨크루즈호텔속초
f_f000419,2,1,2305200001,단천식당
f_f000419,2,2,2305200002,개 배 선착장
f_f000419,2,3,2305200003,브릭스 블록 482
f_f000419,2,4,2305200004,새롬 맛집
f_f000419,2,5,2305200005,예스 닭강정
f_f000419,2,6,2305200006,속초해수욕장
f_f000419,2,7,2305200007,롯데리아 속초 터미널점
f_f000419,2,8,2305200008,원주휴게소 부산방향
f_f000419,2,9,2305200009,인천종합터미널
f_f000419,2,10,2305200010,우리 집
f_f000431,1,1,2305210001,집
f_f000431,1,2,2305210003,경기 광주 휴게소 원주 방향
f_f000431,1,3,2305210004,강릉 갈비탕
f_f000431,1,4,2305210007,라라 피크니카
f_f000431,1,5,2305210005,갤러리 밥스
f_f000431,1,6,2305210006,강릉 중앙시장 지하 어 시장
f_f000431,1,7,2305210002,친구 집
f_f000435,1,1,2305200001,집
f_f000435,1,2,2305200002,연꽃 놀이터
f_f000435,1,3,2305200003,사명대사 대나무 숲길
f_f000435,1,4,2305200004,사명대사 기념관
f_f000435,1,5,2305200005,사명대사 추모광장 및 중촌리 저수지 전망대
f_f000435,1,6,2305200006,채선당 PLUS 양산 물금점
f_f000435,1,7,2305200007,집
f_f000440,1,1,2305200001,집
f_f000440,1,2,2305200002,대구대학교 중앙박물관
f_f000440,1,3,2305200003,숙소
f_f000440,1,4,2305200004,수승대관광지
f_f000440,1,5,2305200005,수승대 출렁다리
f_f000440,1,6,2305200007,숙소
f_f000440,2,1,2305210001,거창 창포원
f_f000440,2,2,2305210002,집
f_f000441,1,1,2305280002,집
f_f000441,1,2,2305280001,경상북도교육청 발명체험교육관
f_f000441,1,3,2305280003,황남 짬뽕
f_f000441,1,4,2305280004,경주 전동 놀이터
f_f000441,1,5,2305280005,첨성대
f_f000441,1,6,2305280006,슬랩트
f_f000441,1,7,2305280007,집
f_f000444,1,1,2306030001,집
f_f000444,1,2,2306030003,오죽헌
f_f000444,1,3,2306030004,오죽 관
f_f000444,1,4,2306030005,경포해수욕장
f_f000444,1,5,2306030002,가족별장
f_f000444,2,1,2306040002,홍천 동키 마을
f_f000444,2,2,2306040001,집
f_f000452,1,1,2305280001,집
f_f000452,1,2,2305280002,레고랜드 코리아리조트
f_f000452,1,3,2305280003,춘천 명물 닭갈비
f_f000452,1,4,2305280004,KTG 상상마당 춘천 스테이 호텔
f_f000452,2,1,2305290001,애니메이션박물관
f_f000452,2,2,2305290002,집
f_f000456,1,1,2305270001,집
f_f000456,1,2,2305270004,투썸플레이스 원주 관설점
f_f000456,1,3,2305270003,채움 플러스 혁신 1차 오피스텔
f_f000456,1,4,2305270002,안동휴게소 부산방향
f_f000456,1,5,2305270005,함안공설운동장 주차장 1
f_f000456,1,6,2305270006,컴포즈커피 함안 가야 점
f_f000456,1,7,2305270007,무진장
f_f000456,1,8,2305270008,CU 함안 아라점
f_f000456,1,9,2305270009,함안공설운동장
f_f000456,1,10,2305270011,마산 관광호텔
f_f000456,1,11,2305270010,역전 할머니 맥주 마산 오동동점
f_f000456,1,12,2305270012,마산 관광호텔
f_f000456,2,1,2305280001,창원시립문신미술관
f_f000456,2,2,2305280002,행복 수
f_f000456,2,3,2305280003,투폴드
f_f000456,2,4,2305280004,안동휴게소 춘천 방향
f_f000456,2,5,2305280005,단양팔경 휴게소 춘천 방향
f_f000456,2,6,2305280006,채움 플러스 혁신 1차 오피스텔
